word,aID,sliderResponse,condition
positivity,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,26,abstract
book,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,43,abstract
shoes,3WYGZ5XF3WF7N0KU9WZ0TMAKYQTKSN,68,concrete
thistle,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,16,abstract
stomach,38SKSKU7R1XTDSZGPKHN4KHCESWILW,71,abstract
toilet,33PPO7FECVFAFGBOC3JZL7975JUIDG,41,concrete
tendency,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,7,abstract
spinach,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,86,concrete
positivity,3M23Y66PO270OLZ57S5ZJ352XVA6S5,44,abstract
weapon,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,48,concrete
jealousy,3WYGZ5XF3WF7N0KU9WZ0TMAKYQTKSN,66,concrete
razor,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,40,concrete
razor,33PPO7FECVFAFGBOC3JZL7975JUIDG,53,concrete
happiness,3UJ1CZ6IZHP45HZR29VURXR210YS5A,13,concrete
justice,38SKSKU7R1XTDSZGPKHN4KHCESWILW,82,abstract
microscope,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,15,concrete
mysterious,3WYGZ5XF3WF7N0KU9WZ0TMAKYQTKSN,75,abstract
jealousy,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,32,concrete
tendency,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,7,abstract
razor,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,49,concrete
necklace,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,58,concrete
complexity,33PPO7FECVFAFGBOC3JZL7975JUIDG,69,abstract
toilet,3WYGZ5XF3WF7N0KU9WZ0TMAKYQTKSN,73,concrete
mysterious,38SKSKU7R1XTDSZGPKHN4KHCESWILW,73,abstract
spinach,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,42,concrete
complexity,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,5,abstract
surprise,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,33,abstract
surprise,3M23Y66PO270OLZ57S5ZJ352XVA6S5,16,abstract
friendliness,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,35,abstract
thistle,38SKSKU7R1XTDSZGPKHN4KHCESWILW,78,abstract
positivity,3WYGZ5XF3WF7N0KU9WZ0TMAKYQTKSN,70,abstract
cow,33PPO7FECVFAFGBOC3JZL7975JUIDG,56,concrete
friendliness,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,44,abstract
stethoscope,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,51,concrete
beauty,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,65,abstract
stomach,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,48,abstract
road,3WYGZ5XF3WF7N0KU9WZ0TMAKYQTKSN,66,concrete
beauty,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,58,abstract
disgust,3M23Y66PO270OLZ57S5ZJ352XVA6S5,41,abstract
wisdom,38SKSKU7R1XTDSZGPKHN4KHCESWILW,70,abstract
necklace,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,70,concrete
otter,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,54,concrete
disgust,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,75,abstract
grape,33PPO7FECVFAFGBOC3JZL7975JUIDG,66,concrete
happiness,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,22,concrete
microscope,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,41,concrete
tripod,38SKSKU7R1XTDSZGPKHN4KHCESWILW,24,concrete
imagination,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,9,abstract
responsibility,33PPO7FECVFAFGBOC3JZL7975JUIDG,29,abstract
grape,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,48,concrete
responsibility,35LDD5557A44P57PPZ3EHDBE61CKMC,54,abstract
spinach,3M23Y66PO270OLZ57S5ZJ352XVA6S5,69,concrete
tripod,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,68,concrete
positivity,33PPO7FECVFAFGBOC3JZL7975JUIDG,77,abstract
leg,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,17,concrete
imagination,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,4,abstract
positivity,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,24,abstract
weapon,35LDD5557A44P57PPZ3EHDBE61CKMC,59,concrete
beauty,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,21,abstract
beauty,33PPO7FECVFAFGBOC3JZL7975JUIDG,69,abstract
obviousness,38SKSKU7R1XTDSZGPKHN4KHCESWILW,32,abstract
microscope,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,72,concrete
inflamation,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,74,concrete
mysterious,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,39,abstract
otter,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,34,concrete
razor,38SKSKU7R1XTDSZGPKHN4KHCESWILW,62,concrete
inflamation,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,39,concrete
razor,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,81,concrete
tendency,3M23Y66PO270OLZ57S5ZJ352XVA6S5,27,abstract
disgust,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,64,abstract
mysterious,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,72,abstract
toilet,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,50,concrete
leg,38SKSKU7R1XTDSZGPKHN4KHCESWILW,31,concrete
justice,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,6,abstract
disgust,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,35,abstract
stethoscope,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,24,concrete
leg,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,42,concrete
thistle,35LDD5557A44P57PPZ3EHDBE61CKMC,45,abstract
razor,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,23,concrete
shoes,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,58,concrete
shoes,38SKSKU7R1XTDSZGPKHN4KHCESWILW,70,concrete
microscope,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,13,concrete
tripod,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,1,concrete
book,3M23Y66PO270OLZ57S5ZJ352XVA6S5,77,abstract
complexity,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,21,abstract
disgust,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,51,abstract
tendency,38SKSKU7R1XTDSZGPKHN4KHCESWILW,61,abstract
beauty,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,63,abstract
hate,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,8,concrete
shoes,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,2,concrete
responsibility,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,0,abstract
elephant,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,81,concrete
mysterious,304SM51WA346UXG03JM7UJRUBWLSBC,52,abstract
surprise,35LDD5557A44P57PPZ3EHDBE61CKMC,52,abstract
spinach,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,63,concrete
insect,38SKSKU7R1XTDSZGPKHN4KHCESWILW,75,abstract
necklace,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,32,concrete
gist,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,6,abstract
positivity,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,14,abstract
justice,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,5,abstract
weapon,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,30,concrete
elephant,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,61,concrete
opinion,38SKSKU7R1XTDSZGPKHN4KHCESWILW,29,abstract
imagination,35LDD5557A44P57PPZ3EHDBE61CKMC,56,abstract
disgust,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,10,abstract
beauty,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,12,abstract
inflamation,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,18,concrete
leg,304SM51WA346UXG03JM7UJRUBWLSBC,43,concrete
friendliness,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,31,abstract
inflamation,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,44,concrete
disgust,38SKSKU7R1XTDSZGPKHN4KHCESWILW,74,abstract
shoes,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,38,concrete
mysterious,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,2,abstract
beauty,35LDD5557A44P57PPZ3EHDBE61CKMC,60,abstract
road,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,71,concrete
inflamation,38SKSKU7R1XTDSZGPKHN4KHCESWILW,81,concrete
opinion,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,15,abstract
otter,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,75,concrete
happiness,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,26,concrete
friendliness,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,11,abstract
spinach,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,42,concrete
obviousness,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,2,abstract
happiness,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,63,concrete
tomato,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,91,concrete
responsibility,38SKSKU7R1XTDSZGPKHN4KHCESWILW,73,abstract
beauty,304SM51WA346UXG03JM7UJRUBWLSBC,74,abstract
insect,35LDD5557A44P57PPZ3EHDBE61CKMC,53,abstract
responsibility,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,9,abstract
stethoscope,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,78,concrete
mysterious,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,27,abstract
opinion,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,3,abstract
thistle,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,30,abstract
grape,35LDD5557A44P57PPZ3EHDBE61CKMC,76,concrete
happiness,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,17,concrete
spinach,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,17,concrete
razor,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,47,concrete
wisdom,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,55,abstract
wisdom,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,60,abstract
stethoscope,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,33,concrete
necklace,35LDD5557A44P57PPZ3EHDBE61CKMC,40,concrete
shoes,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,0,concrete
stomach,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,22,abstract
leg,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,65,concrete
grape,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,35,concrete
friendliness,304SM51WA346UXG03JM7UJRUBWLSBC,89,abstract
road,35LDD5557A44P57PPZ3EHDBE61CKMC,56,concrete
mysterious,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,33,abstract
leg,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,39,concrete
complexity,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,8,abstract
hell,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,30,concrete
beauty,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,7,abstract
gist,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,23,abstract
leg,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,19,concrete
friendliness,3OLF68YTN91S7I6MRLMCS9O94O6FAL,85,abstract
justice,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,8,abstract
spinach,38SKSKU7R1XTDSZGPKHN4KHCESWILW,80,concrete
gist,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,4,abstract
grape,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,95,concrete
toilet,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,28,concrete
weapon,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,7,concrete
tomato,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,85,concrete
stomach,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,22,abstract
stethoscope,304SM51WA346UXG03JM7UJRUBWLSBC,26,concrete
grape,3OLF68YTN91S7I6MRLMCS9O94O6FAL,80,concrete
otter,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,20,concrete
microscope,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,62,concrete
justice,35LDD5557A44P57PPZ3EHDBE61CKMC,40,abstract
otter,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,71,concrete
weapon,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,38,concrete
grape,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,38,concrete
stomach,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,3,abstract
book,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,4,abstract
jealousy,3OLF68YTN91S7I6MRLMCS9O94O6FAL,83,concrete
friendliness,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,67,abstract
positivity,38SKSKU7R1XTDSZGPKHN4KHCESWILW,75,abstract
tendency,35LDD5557A44P57PPZ3EHDBE61CKMC,32,abstract
weapon,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,17,concrete
shoes,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,18,concrete
necklace,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,29,concrete
cow,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,75,concrete
imagination,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,30,abstract
book,38SKSKU7R1XTDSZGPKHN4KHCESWILW,72,abstract
insect,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,26,abstract
surprise,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,12,abstract
disgust,3OLF68YTN91S7I6MRLMCS9O94O6FAL,51,abstract
insect,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,58,abstract
weapon,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,28,concrete
happiness,35LDD5557A44P57PPZ3EHDBE61CKMC,56,concrete
imagination,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,7,abstract
surprise,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,12,abstract
microscope,38SKSKU7R1XTDSZGPKHN4KHCESWILW,11,concrete
surprise,304SM51WA346UXG03JM7UJRUBWLSBC,52,abstract
justice,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,54,abstract
friendliness,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,15,abstract
cow,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,0,concrete
responsibility,3OLF68YTN91S7I6MRLMCS9O94O6FAL,92,abstract
spinach,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,69,concrete
book,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,65,abstract
wisdom,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,21,abstract
grape,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,61,concrete
wisdom,35LDD5557A44P57PPZ3EHDBE61CKMC,63,abstract
jealousy,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,27,concrete
tendency,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,2,abstract
gist,3OLF68YTN91S7I6MRLMCS9O94O6FAL,88,abstract
disgust,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,23,abstract
hell,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,54,concrete
insect,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,15,abstract
thistle,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,63,abstract
hell,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,25,concrete
razor,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,82,concrete
road,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,34,concrete
imagination,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,7,abstract
leg,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,32,concrete
jealousy,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,57,concrete
inflamation,35LDD5557A44P57PPZ3EHDBE61CKMC,63,concrete
surprise,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,14,abstract
tomato,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,96,concrete
stomach,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,65,abstract
hell,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,86,concrete
microscope,3OLF68YTN91S7I6MRLMCS9O94O6FAL,70,concrete
hate,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,26,concrete
inflamation,304SM51WA346UXG03JM7UJRUBWLSBC,76,concrete
leg,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,54,concrete
justice,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,53,abstract
surprise,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,11,abstract
tendency,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,17,abstract
justice,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,23,abstract
complexity,35LDD5557A44P57PPZ3EHDBE61CKMC,41,abstract
responsibility,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,31,abstract
insect,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,15,abstract
book,3OLF68YTN91S7I6MRLMCS9O94O6FAL,69,abstract
book,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,60,abstract
opinion,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,32,abstract
cow,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,65,concrete
book,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,5,abstract
responsibility,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,5,abstract
tripod,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,65,concrete
hell,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,76,concrete
complexity,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,5,abstract
positivity,35LDD5557A44P57PPZ3EHDBE61CKMC,42,abstract
jealousy,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,18,concrete
elephant,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,48,concrete
toilet,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,56,concrete
elephant,3OLF68YTN91S7I6MRLMCS9O94O6FAL,96,concrete
complexity,304SM51WA346UXG03JM7UJRUBWLSBC,40,abstract
mysterious,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,65,abstract
stethoscope,3U4J9857OEBKBZW8FGOWZSVYOI8B78,53,concrete
imagination,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,16,abstract
justice,3G0WWMR1UVKWIQQKE52BQECNAXDQN9,64,abstract
tomato,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,65,concrete
necklace,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,14,concrete
elephant,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,21,concrete
book,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,79,abstract
stethoscope,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,40,concrete
complexity,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,8,abstract
surprise,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,53,abstract
cow,35LDD5557A44P57PPZ3EHDBE61CKMC,43,concrete
opinion,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,5,abstract
tomato,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,51,concrete
hate,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,40,concrete
toilet,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,65,concrete
justice,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,39,abstract
razor,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,11,concrete
tendency,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,5,abstract
book,35LDD5557A44P57PPZ3EHDBE61CKMC,61,abstract
stomach,304SM51WA346UXG03JM7UJRUBWLSBC,71,abstract
elephant,3LQ8PUHQFLSRRWGQYZ2PCSO5XBOHIP,36,concrete
positivity,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,53,abstract
stethoscope,3OLF68YTN91S7I6MRLMCS9O94O6FAL,100,concrete
tomato,3PB5A5BD0V6G2G4JV2GA03MV4VZG7T,0,concrete
insect,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,22,abstract
opinion,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,44,abstract
jealousy,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,51,concrete
weapon,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,72,concrete
insect,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,60,abstract
tomato,35LDD5557A44P57PPZ3EHDBE61CKMC,67,concrete
inflamation,3OLF68YTN91S7I6MRLMCS9O94O6FAL,77,concrete
hell,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,15,concrete
jealousy,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,53,concrete
otter,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,40,concrete
happiness,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,43,concrete
wisdom,3U4J9857OEBKBZW8FGOWZSVYOI8B78,45,abstract
disgust,35LDD5557A44P57PPZ3EHDBE61CKMC,67,abstract
jealousy,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,65,concrete
opinion,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,13,abstract
toilet,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,26,concrete
obviousness,3OLF68YTN91S7I6MRLMCS9O94O6FAL,100,abstract
stomach,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,65,abstract
obviousness,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,14,abstract
obviousness,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,20,abstract
spinach,35LDD5557A44P57PPZ3EHDBE61CKMC,73,concrete
grape,3U4J9857OEBKBZW8FGOWZSVYOI8B78,100,concrete
inflamation,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,76,concrete
inflamation,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,57,concrete
weapon,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,75,concrete
cow,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,4,concrete
imagination,3OLF68YTN91S7I6MRLMCS9O94O6FAL,100,abstract
jealousy,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,19,concrete
complexity,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,1,abstract
gist,35LDD5557A44P57PPZ3EHDBE61CKMC,42,abstract
tomato,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,84,concrete
wisdom,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,28,abstract
cow,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,17,concrete
toilet,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,3,concrete
spinach,304SM51WA346UXG03JM7UJRUBWLSBC,100,concrete
razor,3OLF68YTN91S7I6MRLMCS9O94O6FAL,100,concrete
tripod,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,3,concrete
shoes,35LDD5557A44P57PPZ3EHDBE61CKMC,43,concrete
spinach,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,94,concrete
razor,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,1,concrete
mysterious,3U4J9857OEBKBZW8FGOWZSVYOI8B78,81,abstract
otter,3L0KT67Y8EG2759BDB0R2UPVW53SYR,22,concrete
shoes,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,71,concrete
toilet,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,45,concrete
necklace,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,73,concrete
hate,35LDD5557A44P57PPZ3EHDBE61CKMC,57,concrete
positivity,3OLF68YTN91S7I6MRLMCS9O94O6FAL,90,abstract
imagination,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,33,abstract
surprise,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,2,abstract
friendliness,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,6,abstract
mysterious,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,69,abstract
toilet,3L0KT67Y8EG2759BDB0R2UPVW53SYR,12,concrete
shoes,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,36,concrete
cow,3HMIGG0U4L6KOLU2ZDUML3PUKBW8Y7,58,concrete
wisdom,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,14,abstract
insect,3OLF68YTN91S7I6MRLMCS9O94O6FAL,94,abstract
tripod,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,2,concrete
stethoscope,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,26,concrete
friendliness,35LDD5557A44P57PPZ3EHDBE61CKMC,54,abstract
toilet,3U4J9857OEBKBZW8FGOWZSVYOI8B78,1,concrete
inflamation,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,36,concrete
shoes,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,10,concrete
tripod,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,21,concrete
tomato,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,27,concrete
wisdom,3L0KT67Y8EG2759BDB0R2UPVW53SYR,2,abstract
stomach,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,2,abstract
gist,39ASUFLU6X7CXHEJ7KUKUZE7T8ZXEO,7,abstract
necklace,3OLF68YTN91S7I6MRLMCS9O94O6FAL,100,concrete
surprise,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,42,abstract
positivity,3P4MQ7TPPXC7DBZYSX0C4UHU78WBBR,37,abstract
opinion,35LDD5557A44P57PPZ3EHDBE61CKMC,57,abstract
disgust,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,81,abstract
hate,3OLF68YTN91S7I6MRLMCS9O94O6FAL,93,concrete
hate,3FIJLY1B6U4ZUMCOG449I4D43A5FP0,10,concrete
positivity,3AAPLD8UCCHH0AW1SB1TQZQE8S4HT6,5,abstract
road,3DL65MZB8DFOUJ3OGOYXGMTXSQCCE2,65,concrete
hell,3U4J9857OEBKBZW8FGOWZSVYOI8B78,51,concrete
leg,35LDD5557A44P57PPZ3EHDBE61CKMC,34,concrete
spinach,3L0KT67Y8EG2759BDB0R2UPVW53SYR,42,concrete
gist,3I7DHKZYGN0V1CU5WPVVKY8NCA5F5F,3,abstract
