word,CNC,CNC_SD,CNC_N,IMAG,IMAG_SD,IMAG_N,FAM,FAM_SD,FAM_N
special,2.2059,1.2073,34,3.0882,1.6336,34,6.2903,0.7271,31
speciality,2.9429,1.6025,35,2.7143,1.4055,35,5.0645,1.4797,31
spectacular,2.1935,1.1478,31,3.0000,1.6514,33,5.2308,1.5519,26
speech,4.6667,1.6997,33,4.2188,1.9322,32,6.3750,0.9922,32
speed,3.4688,1.5408,32,4.6333,1.2512,30,5.8519,1.0785,27
speedy,3.9394,1.3470,33,4.2581,1.6650,31,5.3871,1.2871,31
spell,3.7941,2.1390,34,3.7714,1.6051,35,5.4375,1.6571,32
spell (alphabet),4.4286,1.4791,35,3.7647,1.9563,34,5.7647,1.6280,34
spell (magical),2.4286,1.6951,35,4.2286,1.8835,35,4.9706,1.9924,34
spell (time period),2.7576,1.3491,33,2.1818,1.4450,33,5.0968,1.6916,31
spelling,3.7353,1.8200,34,3.5143,1.6797,35,5.9697,1.1411,33
sperm,6.4118,1.1145,34,5.8000,1.4102,35,5.2903,1.7263,31
sphere,5.2424,1.8428,33,5.9667,0.9481,30,4.5357,1.6579,28
spherical,4.9667,1.7413,30,5.6970,1.2906,33,4.3667,1.6428,30
spider,6.6563,0.7335,32,6.8125,0.4635,32,6.5333,0.9568,30
spin,4.4412,1.6484,34,5.5455,1.4162,33,5.8485,1.6899,33
spinach,6.7500,0.6124,32,6.5000,0.7638,30,5.6296,1.5432,27
spine,6.5294,0.8130,34,6.2424,1.2799,33,5.6667,1.3878,27
spire,5.8438,1.4601,32,5.4839,1.4113,31,3.5484,1.7383,31
spirit,2.4688,1.8872,32,3.2903,2.1878,31,5.1071,1.9701,28
spirit (drink),6.2353,0.8065,34,6.1143,0.9493,35,5.9063,1.3077,32
spirit (ghost),2.9118,2.0054,34,4.7647,2.1836,34,5.2424,1.9389,33
spirit (intention),2.1714,1.2980,35,2.9429,1.7879,35,5.1471,1.4779,34
spirit (soul),1.7059,1.0718,34,3.0606,1.8739,33,5.1935,1.6347,31
spit,6.0882,0.8177,34,6.0286,1.2302,35,4.8750,1.6154,32
split,4.1429,1.5701,35,4.6857,1.6348,35,5.0968,1.7479,31
sponge,6.0323,1.2309,31,6.2727,0.9621,33,6.1000,1.3503,30
sponsor,3.7813,1.5357,32,3.5333,1.4996,30,4.5517,1.6730,29
spooky,2.5455,1.4162,33,3.5714,1.6131,28,4.8148,1.4666,27
spoon,6.8182,0.4896,22,6.7200,0.4490,25,6.5769,0.6308,26
sport,5.6667,1.2949,33,5.9091,1.5048,33,6.3871,0.9044,31
sports,5.2727,1.2856,33,5.2941,1.2955,34,6.2581,1.2435,31
spot,5.4839,1.0738,31,5.6000,1.5188,30,5.8333,1.0672,24
spot (pimple),6.5455,0.7423,33,6.3636,0.8814,33,6.0000,1.2500,32
spot (stain),5.9677,1.2822,31,6.0968,0.9953,31,5.5806,1.7185,31
spouse,5.4706,1.7018,34,5.5625,1.4348,32,4.6333,1.7978,30
spray,5.4516,1.2139,31,5.2353,1.7667,34,5.5172,1.2490,29
spread,4.0323,1.7318,31,4.7576,1.8754,33,5.8846,1.2504,26
spread (food),5.7353,1.4814,34,6.0882,1.0946,34,5.3824,1.3723,34
spread (open),3.8788,1.8217,33,4.4706,1.7360,34,5.1212,1.5908,33
spree,3.0690,1.2576,29,3.0645,1.5226,31,3.3214,1.7124,28
spring,5.4545,1.3048,33,5.9394,1.3693,33,6.1071,1.2053,28
spring (coil),6.2727,1.2619,33,6.4688,1.1452,32,4.9688,1.7763,32
spring (jump),4.7429,1.6621,35,5.2857,1.2322,35,4.7097,1.5281,31
spring (season),5.2647,1.1709,34,6.2353,0.9412,34,6.1563,1.2774,32
spur,3.7000,1.6155,30,3.3667,1.5808,30,2.9667,1.6428,30
spurs,5.8438,1.4385,32,5.3636,1.5139,33,3.3636,1.8060,33
squad,5.0303,1.3368,33,4.6563,1.2147,32,4.0714,1.7306,28
square,6.0667,1.5041,30,6.5000,0.9354,32,5.9333,1.6316,30
squash,5.0571,1.5846,35,5.1429,1.5882,35,4.6765,1.7610,34
squash (crush),4.5294,1.3555,34,4.6286,1.7742,35,4.8485,1.9089,33
squash (sport),5.7097,1.3487,31,6.0968,1.2009,31,4.3125,2.0682,32
squash (vegetable),6.7273,0.5089,33,6.2059,1.2073,34,4.2941,2.0938,34
squat,5.4167,1.4410,36,5.6471,1.4528,34,5.6333,1.5808,30
squat (crouch),5.0606,1.5752,33,5.6061,1.3913,33,4.7742,1.6206,31
squat (short),4.2647,1.4412,34,4.8485,1.6899,33,3.8710,1.9796,31
squeeze,4.5294,1.6492,34,5.4412,1.3973,34,5.5938,1.3195,32
squid,6.6875,0.5830,32,6.5313,0.9008,32,4.7037,1.6514,27
squirrel,6.5455,0.7820,33,6.6765,0.5801,34,5.3667,1.4716,30
stab,5.1765,1.4240,34,5.7879,1.3202,33,5.6250,1.4737,32
stack,5.1935,1.2027,31,4.9032,1.2790,31,4.0000,1.3608,27
stadium,6.3235,1.1040,34,6.5714,0.8031,35,5.7576,1.3714,33
staff,5.8125,1.0440,32,5.2727,1.3545,33,6.2857,0.9203,28
staff (stick),6.3235,1.0770,34,5.9118,1.3584,34,3.8125,1.9111,32
staff (workforce),5.6176,1.1380,34,5.2941,1.5055,34,5.3750,1.6536,32
stag,6.4074,1.1944,27,5.9259,1.2744,27,4.0690,1.6386,29
stage,5.9677,1.0621,31,6.0000,1.0646,30,5.6154,1.2427,26
stagecoach,5.7576,1.2799,33,5.5758,1.3491,33,4.2903,2.0821,31
stagnant,3.2667,1.6720,30,3.4516,1.9149,31,3.6667,1.9379,30
stain,5.5625,1.1842,64,5.9538,1.0293,65,5.6000,1.0677,60
stake,4.8125,1.7036,32,3.9375,1.9675,32,4.0000,1.6330,30
stake (investment),3.9091,1.7814,33,2.8182,1.5851,33,3.6970,1.9304,33
stake (wooden),6.4194,0.9078,31,6.3871,0.7482,31,4.2500,1.8200,32
stale,3.8125,1.2609,32,3.6000,1.3808,30,4.8000,1.1662,25
stall,4.9118,1.5787,34,4.8750,1.5155,32,4.2903,1.3487,31
stall (hesitate),3.1212,1.7190,33,3.3333,1.8202,33,4.7097,1.7449,31
stall (kiosk),5.8788,1.3873,33,5.8824,1.5294,34,5.1290,1.6606,31
stallion,6.4412,0.8468,34,6.2059,1.3235,34,3.9677,1.7318,31
stammer,4.3000,1.3204,30,3.5484,1.5417,31,3.8148,1.7221,27
stamp,6.2593,0.8858,27,6.4400,1.1342,25,5.4167,1.4977,24
stance,3.6176,1.7825,34,3.8857,1.6173,35,4.6364,1.7201,33
stand,4.2258,1.6984,31,4.8529,1.3091,34,5.8148,1.3063,27
staple,6.1212,1.3429,33,5.7188,1.4840,32,5.3548,1.4491,31
staple (mainstay),4.0370,1.4778,27,3.3571,1.9126,28,3.5588,1.8501,34
staple (stationery),6.5588,1.0898,34,6.5143,0.9372,35,6.0000,1.2649,35
stapler,6.7576,0.4942,33,6.6364,0.8463,33,6.0294,1.2945,34
star,6.2286,1.1973,35,6.5806,0.9763,31,6.3235,0.9616,34
star (celebrity),4.5161,1.9817,31,5.6667,1.4071,33,5.7667,1.5424,30
star (sky),6.0000,1.3933,34,6.7429,0.4982,35,6.3125,1.0136,32
stare,4.0645,1.1896,31,4.7813,1.2179,32,5.5000,1.1180,26
starfish,6.3824,1.2130,34,6.6471,0.7228,34,4.8276,2.0012,29
stark,3.6552,1.3964,29,2.7000,1.4411,30,3.6774,1.8559,31
start,3.1818,1.4450,33,3.4375,1.6190,32,6.3600,0.9330,25
startle,3.7273,1.4827,33,4.4571,1.7622,35,4.6774,1.5941,31
starve,5.2059,1.6410,34,4.6857,1.9089,35,6.1034,1.0617,29
starving,3.7500,1.6008,32,4.8750,1.8666,32,6.1290,1.2634,31
statue,6.5313,0.9008,32,6.1875,1.2103,32,5.5862,1.6716,29
status,3.0588,1.7977,34,3.4706,1.5948,34,5.3226,1.5737,31
statute,4.4643,1.7623,28,3.6429,2.1911,28,3.5313,2.1063,32
stay,3.5000,1.6315,34,2.8235,1.2712,34,6.0938,0.9798,32
steak,6.7143,0.4518,28,6.5357,0.7311,28,5.5185,1.2873,27
steal,3.9394,1.6503,33,4.5455,1.6160,33,5.8182,1.4659,33
stealth,2.8000,1.4000,30,3.7813,1.6907,32,4.3939,1.8900,33
steam,5.3750,1.5155,32,5.5667,1.2828,30,5.4615,1.2163,26
steel,6.3636,1.0096,33,5.7941,1.3456,34,5.2414,1.5900,29
steep,4.4769,1.5303,65,5.3175,1.3896,63,4.7895,1.5530,57
steer,4.1765,1.6174,34,4.3824,1.4555,34,5.0000,1.2700,31
steer (cows),5.1379,1.6130,29,5.2143,1.8197,28,2.5455,1.8106,33
steer (direct),3.9091,1.6023,33,3.7097,1.8174,31,5.6452,1.2585,31
stem,5.9032,1.1460,31,6.0294,1.0428,34,5.0000,1.5240,31
stem (origin),3.6129,1.6398,31,2.4516,1.3159,31,3.7500,1.7500,32
stem (plant),6.0625,1.0289,32,6.1250,1.1924,32,4.9091,1.9127,33
stench,4.1250,1.6346,32,4.3438,1.7250,32,4.5000,1.7272,30
stereotype,3.1765,1.7059,34,4.0294,2.0932,34,5.7419,1.0767,31
stern,3.0000,1.3912,31,3.9697,1.6420,33,4.5938,1.7475,32
stern (attitude),2.9688,1.6102,32,3.6970,1.8665,33,5.1613,1.3701,31
stern (ship),6.1212,1.1999,33,5.8788,1.5326,33,3.2647,1.7031,34
steroids,5.8214,1.0369,28,4.7097,1.6302,31,4.6154,1.6426,26
stethoscope,6.7500,0.5748,28,6.2800,1.1143,25,4.4000,1.7243,30
steward,6.2857,0.9731,35,5.1714,1.5021,35,4.4688,1.9523,32
stick,6.3636,1.0959,33,6.0606,1.4759,33,5.6774,1.4002,31
stick (glue),5.9688,1.3803,32,5.9333,1.3646,30,5.3750,1.3863,32
stick (thin piece of wood),6.3714,1.0166,35,6.5000,0.8135,34,5.6176,1.6806,34
sticky,4.9714,1.2758,35,5.4412,1.5754,34,5.2667,1.6720,30
stiff,3.9355,1.6448,31,4.1563,1.6604,32,4.8571,1.3814,28
sting,5.2059,1.3673,34,5.7273,0.9621,33,5.0625,1.6571,32
stingy,3.9091,1.6023,33,3.8750,1.7633,32,5.1000,1.5990,30
stink,3.9714,1.6816,35,3.5143,1.7948,35,5.1613,1.5678,31
stir,4.8824,1.2780,34,5.4412,1.2647,34,5.8065,0.9974,31
stir (cook),5.3333,1.4907,30,5.5152,1.5594,33,5.8750,0.9922,32
stir (make trouble),3.5455,1.4993,33,3.4000,1.7436,35,5.1212,1.5523,33
stir (move),4.2647,1.5588,34,5.3235,1.4291,34,5.6667,1.9206,30
stock,4.5333,1.4314,30,4.0303,1.8987,33,5.0714,1.5102,28
stock (finance),4.1875,1.8781,32,4.0303,1.7835,33,4.9032,1.6334,31
stock (inventory),5.1471,1.6112,34,4.5882,1.7509,34,4.2258,1.6006,31
stock (soup),6.2353,0.8765,34,6.2258,1.0067,31,5.5667,1.2565,30
stolen,3.8824,1.7784,34,3.7429,1.9617,35,5.5000,1.3102,30
stomach,6.3030,0.9040,33,6.1290,0.8325,31,6.3448,1.0264,29
stone,6.3571,1.1406,28,6.4828,0.8952,29,5.7600,1.3048,25
stone (rock),6.5588,1.0056,34,6.5455,1.0177,33,6.3235,1.0770,34
stone (weight),5.7813,1.3860,32,3.6250,1.8666,32,5.7742,1.2879,31
stool,6.5625,0.7474,32,6.4118,0.9737,34,4.9697,1.6964,33
stool (chair),6.6667,0.6356,33,6.1212,1.3653,33,5.6000,1.4283,30
stool (faeces),6.1176,0.9931,34,5.9091,1.2878,33,4.1429,2.1928,35
stop,3.7879,1.7711,33,4.0000,1.7413,31,6.2222,1.2571,27
storage,5.5806,1.1577,31,5.5152,1.3285,33,5.6452,1.1791,31
store,5.5357,1.0171,28,5.0968,1.3525,31,5.5385,1.4205,26
store (put away for future),4.6667,1.3633,33,3.7500,1.6202,32,5.6061,1.2294,33
store (shop),6.3235,1.1812,34,6.0588,1.1361,34,5.3333,1.6817,33
storeroom,6.2581,1.0150,31,6.1613,0.8834,31,5.2069,1.6480,29
storm,5.5000,1.4400,34,6.4118,0.8784,34,5.5926,1.0974,27
story,3.7097,1.7263,31,3.8065,1.8909,31,6.0385,1.0913,26
stout,4.5161,1.4339,31,4.7188,1.7363,32,3.6250,1.7275,32
stove,6.3871,1.2096,31,6.6176,0.9706,34,5.1538,1.8541,26
strain,2.9412,1.3707,34,3.2424,1.7238,33,4.8387,1.5048,31
strand,4.8182,1.6041,33,4.5588,1.7689,34,4.5000,1.6494,34
strange,2.4118,1.5926,34,3.2727,1.7968,33,6.1290,1.1844,31
stranger,4.7101,1.7034,69,4.2727,1.9582,66,5.6667,1.3551,57
strangle,5.4000,1.3352,35,6.0606,0.9829,33,4.9375,1.7489,32
strap,6.2059,0.9324,34,6.0286,1.0819,35,5.2258,1.4964,31
straw,6.3333,1.0050,33,6.3030,0.9687,33,5.1875,1.9111,32
straw (drinking),6.6571,0.7538,35,6.6176,0.9706,34,6.0571,1.2636,35
straw (hay),5.8750,1.6346,32,6.2941,1.0718,34,5.0313,1.7938,32
strawberry,6.5000,0.9220,30,6.8750,0.4146,32,6.4194,0.7941,31
stray,3.2813,1.3047,32,3.3000,1.4411,30,4.1111,1.5713,27
streak,3.8824,1.4300,34,4.5714,1.7450,35,4.4000,1.9425,30
stream,6.0571,1.0404,35,6.4545,0.9241,33,5.5185,1.7293,27
street,6.3750,0.8197,32,6.0667,1.3400,30,6.7917,0.4983,24
strength,4.2258,1.4964,31,4.7576,1.7061,33,6.2667,1.0625,30
stress,3.3714,1.8061,35,4.4516,1.9974,31,6.1818,1.4239,33
stressful,3.1515,1.7078,33,4.1875,1.9274,32,6.5484,0.7551,31
stretch,3.9677,1.4477,31,4.7097,1.5068,31,6.2000,0.8000,25
strict,2.8387,1.1940,31,3.2813,1.4412,32,5.3462,1.5428,26
strictly,3.4412,1.7183,34,2.7647,1.4361,34,5.0313,1.4249,32
stride,4.2353,1.2381,34,4.5000,1.2661,34,5.2500,1.1726,32
strife,3.1667,1.3924,30,3.3939,1.6686,33,3.6061,1.5943,33
strike,4.2941,1.4044,34,5.0909,1.3565,33,5.2759,1.5952,29
strike (hit),5.0882,1.3798,34,5.7059,1.5249,34,4.4688,1.7136,32
strike (picket),4.8485,1.6166,33,4.4375,1.6190,32,3.8710,2.0595,31
string,5.9394,1.3013,33,6.1429,1.3124,35,6.0323,1.1496,31
strip,4.2500,1.7321,32,4.8485,1.3953,33,5.0000,1.4856,29
strip (naked),5.0882,1.7883,34,6.2353,1.1130,34,5.7813,1.1655,32
strip (narrow piece),5.4545,1.1830,33,4.7576,1.6149,33,4.6667,1.7174,33
strip (street),5.5455,1.5194,33,4.6061,1.7045,33,3.5882,2.1021,34
stripper,6.2903,0.9226,31,6.3438,0.7750,32,5.3929,1.6763,28
stroke,4.9118,1.2454,34,5.1176,1.5674,34,4.7500,1.6008,32
stroke (brain),5.7097,1.5068,31,4.1515,1.8606,33,4.9032,1.9068,31
stroke (pet),4.9375,1.4987,32,5.7188,1.6247,32,5.8710,1.4534,31
stroll,4.2941,1.3401,34,4.9706,1.3609,34,4.7879,1.5326,33
strong,3.9412,1.6793,34,5.0857,1.5189,35,6.5000,0.7906,32
struggle,3.7353,1.6682,34,4.0606,1.7397,33,5.5758,1.3264,33
stubble,6.1212,1.4926,33,6.3000,1.0050,30,5.4688,1.6580,32
stuck,3.4286,1.5172,35,4.0882,1.5787,34,5.5806,1.4091,31
student,6.2857,1.0302,35,6.3030,0.9369,33,6.9355,0.2457,31
study,4.4857,1.5743,35,5.2059,1.3011,34,6.5588,0.7353,34
stumble,3.8065,1.1193,31,4.5484,1.4992,31,4.3333,1.5635,27
stupid,3.2813,1.6814,32,3.1250,1.4948,32,6.1667,1.3924,30
style,2.9118,1.6692,34,4.2571,1.4994,35,5.9394,1.4129,33
stylish,3.1714,1.6816,35,4.2000,1.8016,35,5.1071,1.7796,28
subdue,3.0000,1.1547,30,2.6129,1.3363,31,4.0345,1.8286,29
subject,3.9118,1.6155,34,3.4412,1.9127,34,5.6667,1.6997,30
subjective,2.3143,1.4885,35,2.1765,1.2941,34,4.5806,1.9964,31
sublime,2.4839,1.2147,31,2.2500,0.9865,28,3.8438,1.9543,32
submarine,6.6923,0.6662,26,6.5758,0.8539,33,3.8077,1.9615,26
substance,4.6970,1.8338,33,3.3750,1.6910,32,5.5556,1.3147,27
substantial,3.5429,1.6961,35,3.2353,1.6638,34,5.0625,1.4348,32
substitute,3.5484,1.4992,31,3.7742,1.7360,31,5.1563,1.6029,32
subtle,2.5294,0.9772,34,2.4118,1.3957,34,5.0909,1.3787,33
subtract,3.1515,1.2582,33,3.6875,1.7930,32,5.2727,1.6006,33
suburb,4.9677,1.1496,31,5.0000,1.4591,31,4.3929,1.5199,28
suburbs,4.9677,1.3316,31,5.3333,1.1643,30,4.2593,1.6908,27
success,3.2059,1.5297,34,4.1429,1.6927,35,6.2813,0.9095,32
successful,2.6765,1.2998,34,4.5000,1.7021,34,6.1538,0.9069,26
suffer,2.6176,1.4352,34,4.3824,1.8789,34,4.9697,1.7835,33
suffering,3.0857,1.7948,35,4.4706,1.5384,34,5.2759,1.4117,29
suffix,3.4667,1.9276,30,3.0968,1.7293,31,3.6364,1.9972,33
suffocate,4.4375,1.7309,32,4.6667,1.8856,30,4.6296,1.8688,27
sugar,6.3462,0.9175,26,6.2667,1.4591,30,6.5600,0.7526,25
suicidal,2.7273,1.3545,33,3.8857,1.9967,35,5.0606,1.9060,33
suicide,4.6667,1.9949,33,4.6061,2.1169,33,5.8333,1.2671,30
suit,6.0000,1.4142,33,6.2188,1.2682,32,5.6071,1.4721,28
suit (legal),4.6667,1.5129,30,3.8276,1.8207,29,4.3667,2.0246,30
suit (playing cards),6.0000,1.1547,33,6.1212,1.3202,33,4.7941,1.6048,34
suit (special clothes),6.5667,0.6675,30,6.4848,1.0765,33,5.4000,1.6452,30
suit (to be fit for),3.1212,1.8217,33,3.7273,2.0192,33,5.5938,1.4971,32
suitcase,6.7353,0.6092,34,6.7273,0.6166,33,5.9063,1.1554,32
sulk,3.4412,1.6123,34,4.2000,1.8174,35,4.7576,1.6520,33
sulky,2.7500,1.1990,32,4.2121,1.7539,33,4.4242,1.6520,33
sulphur,6.1818,1.3586,33,4.6563,2.1007,32,3.6875,2.0832,32
sultan,5.1563,1.7873,32,4.8276,2.1184,29,2.8485,1.9403,33
summary,4.0294,1.4448,34,3.2857,1.5779,35,5.5152,1.1838,33
summer,4.9714,1.5944,35,6.0882,0.9508,34,6.1613,0.8834,31
sun,6.7273,0.5089,33,6.7097,0.5789,31,6.6786,0.5381,28
sunburn,6.2941,0.6197,34,6.2857,0.9433,35,5.6471,1.5317,34
sunk,3.9394,1.3470,33,3.9714,1.6816,35,4.4194,1.9964,31
sunlight,5.5806,1.6019,31,6.1250,1.0533,32,6.2143,1.0809,28
sunny,5.2571,1.7459,35,6.5758,0.7398,33,6.4242,1.0739,33
sunrise,5.5313,1.3225,32,6.4828,0.8146,29,5.8519,1.2679,27
sunset,5.9697,1.2906,33,6.7143,0.4518,35,6.3226,0.7356,31
sunshine,5.4828,1.4532,29,6.5172,0.9329,29,6.4545,0.7820,22
super,2.6129,1.2096,31,3.4242,1.8262,33,6.2414,0.8572,29
superb,2.6176,1.5149,34,3.3030,1.8827,33,5.8333,1.1785,24
supermarket,6.2571,0.9363,35,6.6000,0.8000,30,6.3636,1.2509,33
supplication,3.2273,1.6218,22,2.5000,1.1180,22,2.7188,1.9880,32
support,3.5000,1.7021,34,3.0286,1.5397,35,5.8333,0.8975,30
supportive,3.1471,1.6112,34,3.5455,1.3946,33,5.8788,1.0943,33
suppress,2.9714,1.3199,35,3.2857,1.5779,35,4.8824,1.6762,34
suppression,2.4706,1.2184,34,2.4706,1.4191,34,4.4063,1.8685,32
supreme,2.5588,1.5183,34,2.9091,1.7814,33,4.1471,1.7512,34
sure,3.0606,1.8577,33,2.6471,1.5696,34,6.0323,1.1496,31
surf,4.8750,1.7093,32,6.2188,1.2682,32,4.7500,1.8249,28
surf (breaking waves),6.2353,0.8765,34,6.3824,0.9398,34,4.9706,1.5809,34
surf (riding waves),5.5313,1.2243,32,6.2500,1.0607,32,5.1875,1.6665,32
surfer,6.4848,0.7435,33,6.3438,0.7335,32,4.5862,1.6509,29
surge,4.1613,1.3222,31,3.6970,1.5856,33,4.3548,1.9100,31
surgeon,6.4286,0.8713,35,6.3636,1.0096,33,5.5806,1.3386,31
surgery,6.3000,0.9000,30,6.2188,1.1655,32,5.2857,1.6225,28
surplus,3.2903,1.6302,31,3.7500,1.7678,32,4.7097,1.8174,31
surprise,3.1471,1.5555,34,4.3939,1.8247,33,6.2500,0.7500,32
surprising,2.6765,1.3874,34,3.5882,1.4576,34,6.0357,1.1175,28
surrender,3.3125,1.4882,32,3.3438,1.4707,32,4.5000,1.7008,28
surveyor,4.8276,1.3663,29,3.6250,1.3170,32,3.4138,1.8292,29
survive,3.1515,1.4999,33,3.6857,1.6348,35,5.6000,1.3317,30
survivor,4.5455,1.8438,33,4.5000,1.6683,30,4.7200,1.5626,25
suspect,3.9697,1.6603,33,4.0294,1.8389,34,5.0313,1.6102,32
suspend,3.7879,1.6470,33,3.5938,1.5382,32,4.6471,1.6783,34
suspended,3.8529,1.7343,34,3.6471,1.7803,34,4.6970,1.6603,33
suspension,4.0571,1.5665,35,3.5000,1.7864,34,5.0000,1.4564,33
suspicion,3.0000,1.4736,35,3.2286,1.4360,35,5.1818,1.4659,33
sustain,3.0909,1.5048,33,2.5152,1.2582,33,5.1613,1.4832,31
sustenance,3.6970,1.8338,33,3.4688,1.5408,32,3.9677,2.0078,31
swamp,5.9143,1.4217,35,6.2059,0.8324,34,3.9688,1.9762,32
swan,6.6061,0.8142,33,6.8286,0.4463,35,5.3448,1.6458,29
swarm,4.5161,1.5631,31,5.1176,1.4300,34,4.3438,1.7960,32
sway,3.9412,1.5707,34,5.3939,1.4552,33,4.7742,1.5803,31
sweat,5.9444,1.3322,36,5.9375,1.1439,32,6.4194,1.0403,31
sweater,6.4444,0.7857,27,6.6552,0.6579,29,4.9231,1.9985,26
sweatshirt,6.5625,0.8992,32,6.5161,0.7126,31,5.9310,1.4605,29
sweaty,5.2059,1.5103,34,6.0938,1.0712,32,6.0000,1.1990,32
sweep,5.1515,1.5398,33,5.5152,1.5200,33,5.0625,1.5600,32
sweeper,5.3030,1.6046,33,4.7000,1.4411,30,3.1667,1.6750,30
sweet,4.3125,1.9754,32,5.0588,1.7813,34,6.4545,0.8907,33
sweet (nice),2.9394,1.1531,33,4.0588,1.7480,34,6.5758,0.6976,33
sweet (sugar),4.7941,1.7283,34,5.1765,1.6710,34,6.3871,0.9394,31
sweetheart,3.6364,1.6845,33,4.6471,1.6607,34,5.5667,1.3828,30
sweets,6.6176,0.6866,34,6.6452,0.5983,31,6.3793,0.9618,29
swift,3.0000,1.1464,35,3.3636,1.5338,33,4.5667,1.6670,30
swift (bird),5.9063,1.4866,32,5.1935,1.8737,31,4.1935,2.1315,31
swift (quick),3.2727,1.5623,33,3.6250,1.6724,32,5.3000,1.2689,30
swim,5.9655,1.2726,29,6.3939,0.8506,33,6.3448,1.0264,29
swimmer,6.0000,1.1010,33,6.1250,1.2183,32,5.4643,1.4756,28
swimming,5.0714,1.3074,28,5.8276,1.2054,29,5.7917,1.0793,24
swindle,2.8667,1.4314,30,2.8333,1.2931,30,3.0303,1.8665,33
swing,5.8387,1.3701,31,6.1667,1.0355,30,6.0000,1.2594,29
sword,6.6452,0.6500,31,6.6765,0.4678,34,5.0625,1.7667,32
syllable,4.3636,2.0274,33,3.0968,1.8202,31,4.8710,1.5810,31
symbol,4.3871,1.7167,31,4.5758,2.0305,33,5.9259,1.0861,27
sympathy,2.2059,1.2314,34,3.3235,1.6400,34,5.8182,1.2421,33
symphony,5.0000,1.5306,35,4.4571,1.7943,35,3.6452,1.6953,31
symptom,3.9091,1.6211,33,3.9706,1.7738,34,5.8710,1.3378,31
synagogue,6.4333,0.9195,30,5.8125,1.4238,32,3.9412,2.0283,34
syphilis,4.9655,1.6709,29,2.9333,1.7876,30,3.5000,1.7500,32
syringe,6.5357,0.6804,28,6.3333,0.6667,27,4.9600,1.6366,25
system,3.8824,1.6762,34,3.6000,1.8701,35,5.0313,1.6102,32
table,6.6667,0.6236,24,6.7619,0.4259,21,6.7143,0.6468,28
table (chart),5.6061,1.3470,33,6.0588,1.0831,34,5.8438,1.1755,32
table (desk),6.7429,0.6478,35,6.6471,0.9356,34,6.5455,0.8560,33
tablespoon,6.5455,0.9241,33,6.7500,0.5000,32,6.0714,1.5336,28
taboo,2.2857,1.4456,35,2.4286,1.5172,35,3.5455,1.7938,33
tact,2.6176,1.4756,34,2.3714,1.1732,35,4.4242,1.7758,33
tail,6.2000,0.8718,30,6.3438,0.7750,32,5.8621,1.4791,29
take,4.1176,1.6762,34,3.8857,1.6348,35,6.3871,1.0057,31
tale,3.2857,1.5597,35,4.0625,2.0454,32,5.7667,1.1455,30
talent,3.2813,1.6814,32,4.2813,1.9078,32,5.9286,1.1628,28
talented,2.8235,1.6355,34,4.2813,1.8240,32,6.2857,0.8391,28
tall,5.2941,1.6002,34,6.4194,1.0403,31,6.2667,1.0306,30
tame,2.9375,1.4348,32,3.5938,1.9663,32,5.0968,1.7293,31
tamper,3.7273,1.5623,33,3.4286,1.6782,35,3.8125,1.6665,32
tandem,4.6207,1.9012,29,4.6667,2.0367,27,3.1212,1.4514,33
tangerine,6.5429,0.8732,35,6.4848,0.9885,33,5.5758,1.3264,33
tango,5.2424,1.2799,33,5.2667,1.5691,30,4.2414,2.0283,29
tango (dance),5.3429,1.4917,35,6.1212,1.0943,33,3.8710,1.9467,31
tango (drink),6.3529,1.0815,34,6.3939,1.1265,33,5.3226,1.8559,31
tank,6.3824,0.8049,34,6.4706,0.7371,34,5.2759,1.7596,29
tank (army),6.7879,0.4772,33,6.4194,1.1577,31,5.4286,1.6782,28
tank (fish),6.7333,0.5735,30,6.7667,0.4955,30,5.4194,1.6417,31
tank (storage),6.0000,1.1807,33,5.4063,1.4971,32,4.8387,1.5882,31
tanker,6.0741,1.1523,27,5.5385,1.7149,26,3.3448,1.8247,29
tape,5.9118,1.1972,34,5.9706,1.2945,34,5.5333,1.8025,30
taper,4.7037,1.4861,27,4.5000,1.6583,28,3.1290,1.5396,31
tapestry,6.0606,1.3243,33,6.0294,1.2715,34,3.5758,1.8428,33
tarantula,6.8667,0.3399,30,6.6471,0.7228,34,4.5862,1.7911,29
target,5.3030,1.4457,33,5.7576,1.7061,33,5.6154,1.5211,26
tariff,4.2353,1.5729,34,3.1765,1.3606,34,3.8485,1.5398,33
taser,6.1667,1.5293,30,5.8125,1.4456,32,3.0645,1.4797,31
taste,4.0625,1.9029,32,2.9697,1.8502,33,6.3000,1.0693,30
tasty,2.9394,1.4962,33,3.2813,1.7895,32,6.0000,1.1402,20
taught,3.3030,1.5272,33,2.5938,1.4547,32,5.6923,1.1358,26
taxi,6.5714,0.7284,28,6.5926,0.6809,27,6.4800,0.8542,25
teach,3.5484,1.6032,31,3.5484,1.6429,31,6.0741,1.1523,27
teacher,5.3704,1.5432,27,5.2143,1.6115,28,6.3077,0.9515,26
team,4.6000,1.2543,30,5.0690,1.2576,29,6.0909,1.3453,22
tease,2.9032,1.1175,31,3.4516,1.4556,31,5.7407,1.1416,27
teasing,3.4118,1.3310,34,4.3750,1.5959,32,5.7097,1.3245,31
teaspoon,6.6857,0.6664,35,6.6061,1.0427,33,6.0667,1.5041,30
technical,3.4857,1.3601,35,3.4571,1.5370,35,5.4706,1.3770,34
