word,sliderResponse,condition
horn,5,abstract
craziness,83,abstract
prune,79,concrete
memory,45,abstract
gist,42,abstract
butterfly,70,concrete
viciousness,69,concrete
speed,59,concrete
suit,12,concrete
lobster,58,concrete
mysterious,10,abstract
defiance,77,concrete
adoration,57,abstract
memory,4,abstract
suit,63,concrete
book,43,abstract
microscope,31,concrete
drums,5,abstract
responsibility,16,abstract
reassurance,6,abstract
crab,27,concrete
hawk,26,abstract
gossip,92,abstract
muscle,41,abstract
hairdryer,33,abstract
prune,32,concrete
gossip,44,abstract
fear,26,concrete
defiance,57,concrete
speed,51,concrete
hammer,20,concrete
couch,100,abstract
seat,61,abstract
drums,56,abstract
craziness,59,abstract
razor,47,concrete
daffodil,72,concrete
inflamation,79,concrete
drums,9,abstract
jealousy,49,concrete
noblity,20,abstract
cigar,82,concrete
gossip,81,abstract
butterfly,66,concrete
obligation,69,abstract
unicorn,6,abstract
drums,26,abstract
lobster,76,concrete
glamour,17,concrete
viciousness,35,concrete
suit,9,concrete
admiration,45,abstract
reassurance,34,abstract
speed,62,concrete
muscle,85,abstract
humiliation,73,abstract
speed,36,concrete
grape,100,concrete
justice,82,abstract
seat,43,abstract
equality,17,abstract
fear,66,concrete
hairdryer,62,abstract
tendency,44,abstract
hill,63,concrete
speed,44,concrete
defiance,7,concrete
thoughtlessness,35,abstract
ferret,12,concrete
equality,30,abstract
positivity,27,abstract
flesh,63,concrete
humiliation,71,abstract
noblity,6,abstract
lobster,79,concrete
viciousness,63,concrete
glamour,100,concrete
hammer,62,concrete
ferret,38,concrete
memory,34,abstract
obligation,58,abstract
reassurance,49,abstract
insanity,42,abstract
book,5,abstract
insanity,95,abstract
weapon,90,concrete
beauty,75,abstract
ferret,43,concrete
unicorn,25,abstract
hammer,3,concrete
cow,38,concrete
hill,58,concrete
ferret,6,concrete
elephant,76,concrete
horn,31,abstract
admiration,65,abstract
defiance,61,concrete
glamour,35,concrete
couch,16,abstract
suit,17,concrete
pride,42,abstract
hawk,65,abstract
adoration,82,abstract
daffodil,96,concrete
horn,40,abstract
suit,26,concrete
drums,9,abstract
revolt,42,concrete
hill,78,concrete
stomach,42,abstract
prune,90,concrete
razor,61,concrete
viciousness,34,concrete
equality,4,abstract
fear,79,concrete
adoration,68,abstract
defiance,61,concrete
fear,79,concrete
craziness,18,abstract
hammer,97,concrete
daffodil,92,concrete
flesh,63,concrete
couch,18,abstract
ferret,49,concrete
memory,59,abstract
butterfly,62,concrete
fear,33,concrete
horn,17,abstract
gossip,4,abstract
crab,79,concrete
ferret,42,concrete
insanity,67,abstract
responsibility,60,abstract
pride,91,abstract
thoughtlessness,53,abstract
crab,83,concrete
muscle,100,abstract
defiance,43,concrete
thoughtlessness,34,abstract
butterfly,93,concrete
viciousness,5,concrete
thoughtlessness,51,abstract
daffodil,60,concrete
daffodil,89,concrete
lobster,76,concrete
adoration,25,abstract
muscle,9,abstract
drums,32,abstract
unicorn,70,abstract
equality,0,abstract
speed,99,concrete
noblity,79,abstract
revolt,61,concrete
insanity,14,abstract
butterfly,91,concrete
tomato,34,concrete
hawk,31,abstract
pride,82,abstract
book,47,abstract
couch,93,abstract
insanity,19,abstract
butterfly,19,concrete
humiliation,4,abstract
equality,72,abstract
butterfly,83,concrete
flesh,94,concrete
pride,17,abstract
hairdryer,57,abstract
glamour,16,concrete
crab,70,concrete
couch,46,abstract
unicorn,73,abstract
noblity,29,abstract
theory,4,abstract
revolt,68,concrete
obligation,84,abstract
thoughtlessness,78,abstract
prune,47,concrete
seat,55,abstract
lobster,77,concrete
seat,76,abstract
adoration,6,abstract
stethoscope,43,concrete
muscle,82,abstract
revolt,69,concrete
fear,5,concrete
noblity,67,abstract
hairdryer,1,abstract
obligation,42,abstract
unicorn,99,abstract
cigar,83,concrete
reassurance,3,abstract
revolt,40,concrete
cigar,98,concrete
adoration,64,abstract
cigar,79,concrete
admiration,84,abstract
obligation,29,abstract
reassurance,16,abstract
butterfly,26,concrete
revolt,19,concrete
fear,71,concrete
admiration,27,abstract
unicorn,74,abstract
horn,82,abstract
gossip,75,abstract
hammer,46,concrete
suit,83,concrete
gossip,62,abstract
obligation,4,abstract
humiliation,29,abstract
hill,40,concrete
flesh,81,concrete
speed,67,concrete
crab,98,concrete
equality,83,abstract
book,4,abstract
thistle,51,abstract
hawk,34,abstract
couch,58,abstract
hammer,26,concrete
speed,72,concrete
lobster,64,concrete
butterfly,68,concrete
hammer,95,concrete
ferret,88,concrete
obligation,45,abstract
hill,48,concrete
ferret,80,concrete
admiration,67,abstract
seat,66,abstract
couch,3,abstract
insanity,6,abstract
lobster,28,concrete
craziness,47,abstract
hairdryer,18,abstract
fear,80,concrete
humiliation,10,abstract
fear,72,concrete
viciousness,49,concrete
muscle,19,abstract
grape,47,concrete
pride,97,abstract
daffodil,77,concrete
drums,87,abstract
daffodil,19,concrete
humiliation,2,abstract
insanity,46,abstract
prune,100,concrete
craziness,40,abstract
gossip,73,abstract
muscle,12,abstract
unicorn,81,abstract
lobster,82,concrete
adoration,29,abstract
thoughtlessness,19,abstract
hairdryer,11,abstract
flesh,64,concrete
microscope,46,concrete
thoughtlessness,22,abstract
glamour,46,concrete
ferret,91,concrete
defiance,46,concrete
crab,69,concrete
thoughtlessness,39,abstract
speed,7,concrete
memory,60,abstract
hairdryer,83,abstract
book,79,abstract
gossip,33,abstract
hill,27,concrete
gossip,77,abstract
defiance,63,concrete
seat,10,abstract
horn,14,abstract
glamour,71,concrete
couch,65,abstract
shoes,49,concrete
glamour,44,concrete
theory,63,abstract
hairdryer,27,abstract
admiration,46,abstract
glamour,72,concrete
equality,85,abstract
humiliation,22,abstract
obligation,4,abstract
hill,32,concrete
book,54,abstract
thoughtlessness,20,abstract
revolt,71,concrete
craziness,56,abstract
suit,42,concrete
reassurance,29,abstract
admiration,77,abstract
prune,70,concrete
suit,55,concrete
prune,62,concrete
cigar,9,concrete
cigar,67,concrete
hairdryer,11,abstract
wisdom,47,abstract
obligation,61,abstract
suit,91,concrete
speed,36,concrete
seat,22,abstract
theory,46,abstract
ferret,58,concrete
memory,92,abstract
cigar,43,concrete
speed,55,concrete
equality,83,abstract
suit,83,concrete
book,15,abstract
daffodil,69,concrete
hairdryer,45,abstract
prune,78,concrete
horn,56,abstract
drums,69,abstract
speed,57,concrete
lobster,82,concrete
thoughtlessness,86,abstract
lobster,97,concrete
reassurance,100,abstract
craziness,25,abstract
theory,76,abstract
muscle,80,abstract
hammer,60,concrete
insanity,55,abstract
noblity,17,abstract
adoration,35,abstract
obviousness,47,abstract
muscle,39,abstract
hammer,74,concrete
couch,71,abstract
ferret,56,concrete
fear,94,concrete
memory,77,abstract
glamour,6,concrete
revolt,88,concrete
couch,63,abstract
lobster,78,concrete
theory,82,abstract
fear,73,concrete
gossip,71,abstract
crab,46,concrete
seat,41,abstract
toilet,48,concrete
humiliation,28,abstract
hammer,30,concrete
drums,74,abstract
book,65,abstract
adoration,90,abstract
prune,76,concrete
gossip,35,abstract
equality,56,abstract
thoughtlessness,42,abstract
viciousness,31,concrete
daffodil,69,concrete
cigar,81,concrete
horn,81,abstract
unicorn,42,abstract
admiration,4,abstract
insect,45,abstract
glamour,69,concrete
crab,67,concrete
horn,83,abstract
horn,71,abstract
revolt,32,concrete
memory,34,abstract
flesh,78,concrete
obligation,11,abstract
thoughtlessness,76,abstract
memory,86,abstract
muscle,68,abstract
revolt,7,concrete
book,23,abstract
drums,66,abstract
unicorn,100,abstract
admiration,70,abstract
horn,32,abstract
defiance,38,concrete
viciousness,30,concrete
unicorn,29,abstract
prune,37,concrete
reassurance,63,abstract
admiration,79,abstract
horn,53,abstract
drums,83,abstract
craziness,59,abstract
horn,40,abstract
gossip,95,abstract
pride,21,abstract
hairdryer,86,abstract
cigar,85,concrete
noblity,5,abstract
hill,38,concrete
revolt,89,concrete
equality,48,abstract
hawk,46,abstract
unicorn,64,abstract
theory,23,abstract
revolt,66,concrete
obligation,58,abstract
fear,58,concrete
obligation,35,abstract
fear,24,concrete
lobster,91,concrete
hawk,83,abstract
noblity,70,abstract
couch,53,abstract
memory,67,abstract
daffodil,25,concrete
cigar,69,concrete
hairdryer,63,abstract
couch,25,abstract
speed,19,concrete
hawk,62,abstract
unicorn,31,abstract
memory,64,abstract
flesh,59,concrete
hawk,63,abstract
cigar,49,concrete
crab,100,concrete
insanity,44,abstract
ferret,3,concrete
hammer,71,concrete
unicorn,78,abstract
couch,78,abstract
insanity,66,abstract
craziness,42,abstract
revolt,63,concrete
noblity,75,abstract
hill,81,concrete
humiliation,66,abstract
craziness,74,abstract
defiance,65,concrete
hill,92,concrete
glamour,26,concrete
ferret,59,concrete
flesh,65,concrete
hill,3,concrete
adoration,54,abstract
memory,63,abstract
insanity,42,abstract
memory,73,abstract
drums,40,abstract
speed,75,concrete
couch,78,abstract
equality,12,abstract
daffodil,45,concrete
thoughtlessness,67,abstract
humiliation,60,abstract
hairdryer,6,abstract
suit,2,concrete
noblity,65,abstract
couch,55,abstract
viciousness,37,concrete
flesh,83,concrete
hawk,97,abstract
adoration,66,abstract
butterfly,79,concrete
daffodil,24,concrete
gossip,66,abstract
prune,90,concrete
butterfly,78,concrete
reassurance,71,abstract
insanity,45,abstract
hammer,59,concrete
prune,54,concrete
fear,58,concrete
thoughtlessness,31,abstract
hairdryer,2,abstract
unicorn,65,abstract
suit,72,concrete
hairdryer,95,abstract
memory,43,abstract
couch,58,abstract
hammer,68,concrete
unicorn,9,abstract
unicorn,67,abstract
suit,74,concrete
humiliation,71,abstract
hawk,23,abstract
horn,69,abstract
flesh,65,concrete
equality,59,abstract
muscle,81,abstract
butterfly,70,concrete
noblity,65,abstract
hill,100,concrete
cigar,7,concrete
couch,34,abstract
equality,0,abstract
hill,9,concrete
butterfly,51,concrete
cigar,65,concrete
speed,71,concrete
memory,80,abstract
couch,66,abstract
viciousness,20,concrete
defiance,79,concrete
craziness,76,abstract
adoration,72,abstract
craziness,33,abstract
defiance,100,concrete
drums,0,abstract
daffodil,67,concrete
pride,65,abstract
revolt,61,concrete
craziness,3,abstract
glamour,80,concrete
lobster,9,concrete
ferret,77,concrete
adoration,75,abstract
pride,26,abstract
noblity,40,abstract
fear,32,concrete
obligation,20,abstract
hawk,73,abstract
lobster,4,concrete
seat,62,abstract
humiliation,0,abstract
unicorn,59,abstract
insanity,71,abstract
craziness,69,abstract
reassurance,73,abstract
craziness,55,abstract
seat,35,abstract
hairdryer,19,abstract
flesh,23,concrete
book,70,abstract
seat,6,abstract
noblity,26,abstract
book,78,abstract
cigar,65,concrete
hammer,64,concrete
glamour,52,concrete
pride,0,abstract
viciousness,68,concrete
unicorn,11,abstract
humiliation,73,abstract
revolt,53,concrete
butterfly,79,concrete
glamour,4,concrete
noblity,22,abstract
suit,77,concrete
speed,31,concrete
humiliation,72,abstract
drums,35,abstract
gossip,64,abstract
theory,69,abstract
noblity,91,abstract
seat,1,abstract
prune,19,concrete
pride,69,abstract
defiance,31,concrete
noblity,44,abstract
craziness,57,abstract
revolt,24,concrete
theory,0,abstract
seat,74,abstract
ferret,38,concrete
noblity,96,abstract
memory,21,abstract
equality,68,abstract
muscle,53,abstract
hill,69,concrete
prune,31,concrete
obligation,5,abstract
adoration,78,abstract
thoughtlessness,60,abstract
defiance,72,concrete
gossip,9,abstract
humiliation,92,abstract
prune,28,concrete
admiration,22,abstract
hawk,75,abstract
muscle,35,abstract
crab,90,concrete
pride,5,abstract
viciousness,71,concrete
muscle,81,abstract
crab,73,concrete
lobster,100,concrete
hawk,4,abstract
fear,61,concrete
equality,10,abstract
reassurance,8,abstract
hairdryer,27,abstract
glamour,57,concrete
gossip,66,abstract
pride,82,abstract
hill,69,concrete
viciousness,81,concrete
revolt,61,concrete
revolt,9,concrete
ferret,50,concrete
seat,37,abstract
pride,61,abstract
book,46,abstract
obligation,74,abstract
muscle,31,abstract
revolt,90,concrete
book,63,abstract
viciousness,52,concrete
memory,4,abstract
crab,6,concrete
crab,90,concrete
memory,80,abstract
glamour,70,concrete
seat,72,abstract
viciousness,51,concrete
butterfly,48,concrete
defiance,9,concrete
defiance,72,concrete
hairdryer,74,abstract
cigar,91,concrete
craziness,63,abstract
muscle,72,abstract
book,28,abstract
drums,69,abstract
butterfly,6,concrete
hawk,24,abstract
defiance,50,concrete
drums,88,abstract
crab,63,concrete
book,28,abstract
prune,84,concrete
pride,6,abstract
obligation,3,abstract
craziness,66,abstract
speed,28,concrete
adoration,44,abstract
hairdryer,3,abstract
butterfly,61,concrete
theory,63,abstract
hill,66,concrete
speed,23,concrete
horn,82,abstract
crab,65,concrete
unicorn,83,abstract
couch,74,abstract
theory,44,abstract
lobster,85,concrete
lobster,50,concrete
gossip,12,abstract
admiration,66,abstract
cigar,10,concrete
admiration,4,abstract
obligation,3,abstract
book,55,abstract
lobster,100,concrete
ferret,22,concrete
crab,15,concrete
daffodil,69,concrete
suit,85,concrete
flesh,71,concrete
noblity,54,abstract
pride,81,abstract
speed,72,concrete
seat,1,abstract
horn,50,abstract
suit,25,concrete
equality,49,abstract
hill,100,concrete
couch,43,abstract
hawk,41,abstract
memory,5,abstract
fear,6,concrete
pride,63,abstract
flesh,43,concrete
hammer,82,concrete
seat,76,abstract
insanity,43,abstract
daffodil,73,concrete
butterfly,21,concrete
fear,61,concrete
admiration,67,abstract
admiration,71,abstract
speed,83,concrete
viciousness,9,concrete
lobster,65,concrete
admiration,46,abstract
book,48,abstract
hairdryer,46,abstract
butterfly,83,concrete
speed,100,concrete
theory,33,abstract
book,52,abstract
muscle,4,abstract
revolt,23,concrete
horn,74,abstract
suit,71,concrete
ferret,6,concrete
thoughtlessness,55,abstract
noblity,66,abstract
flesh,100,concrete
hammer,62,concrete
defiance,38,concrete
gossip,46,abstract
speed,60,concrete
hill,78,concrete
reassurance,70,abstract
thoughtlessness,54,abstract
gossip,55,abstract
thoughtlessness,6,abstract
obligation,19,abstract
obligation,4,abstract
muscle,71,abstract
drums,1,abstract
suit,68,concrete
memory,36,abstract
speed,71,concrete
humiliation,53,abstract
daffodil,74,concrete
unicorn,78,abstract
defiance,22,concrete
crab,100,concrete
couch,27,abstract
revolt,15,concrete
theory,4,abstract
prune,72,concrete
humiliation,83,abstract
crab,79,concrete
fear,22,concrete
ferret,74,concrete
theory,13,abstract
reassurance,6,abstract
flesh,93,concrete
butterfly,53,concrete
horn,29,abstract
hawk,84,abstract
suit,27,concrete
crab,63,concrete
equality,52,abstract
equality,100,abstract
admiration,87,abstract
muscle,3,abstract
reassurance,60,abstract
hammer,71,concrete
theory,0,abstract
couch,64,abstract
hairdryer,54,abstract
noblity,73,abstract
hill,42,concrete
lobster,65,concrete
lobster,96,concrete
memory,12,abstract
prune,62,concrete
unicorn,65,abstract
gossip,94,abstract
speed,2,concrete
theory,3,abstract
prune,87,concrete
fear,55,concrete
defiance,65,concrete
memory,100,abstract
noblity,29,abstract
fear,98,concrete
lobster,89,concrete
admiration,59,abstract
seat,67,abstract
lobster,77,concrete
butterfly,38,concrete
admiration,42,abstract
book,55,abstract
insanity,14,abstract
daffodil,91,concrete
gossip,0,abstract
hammer,65,concrete
glamour,56,concrete
muscle,62,abstract
hawk,4,abstract
unicorn,49,abstract
reassurance,46,abstract
viciousness,66,concrete
suit,87,concrete
defiance,31,concrete
drums,4,abstract
theory,34,abstract
horn,95,abstract
flesh,100,concrete
cigar,99,concrete
prune,57,concrete
hill,68,concrete
defiance,15,concrete
adoration,74,abstract
horn,30,abstract
suit,96,concrete
defiance,61,concrete
cigar,94,concrete
equality,66,abstract
insanity,5,abstract
speed,41,concrete
fear,69,concrete
ferret,52,concrete
speed,67,concrete
hill,2,concrete
theory,57,abstract
book,29,abstract
speed,26,concrete
glamour,36,concrete
hawk,76,abstract
theory,45,abstract
humiliation,34,abstract
daffodil,31,concrete
fear,78,concrete
lobster,46,concrete
reassurance,0,abstract
cigar,91,concrete
suit,3,concrete
craziness,60,abstract
pride,65,abstract
admiration,52,abstract
craziness,35,abstract
humiliation,65,abstract
pride,38,abstract
flesh,41,concrete
noblity,69,abstract
hill,75,concrete
prune,83,concrete
pride,5,abstract
thoughtlessness,6,abstract
memory,60,abstract
suit,44,concrete
obligation,0,abstract
hill,13,concrete
ferret,58,concrete
equality,56,abstract
craziness,53,abstract
speed,70,concrete
drums,16,abstract
revolt,93,concrete
hawk,55,abstract
craziness,17,abstract
book,60,abstract
pride,33,abstract
revolt,18,concrete
humiliation,41,abstract
butterfly,57,concrete
flesh,56,concrete
daffodil,77,concrete
humiliation,28,abstract
hawk,97,abstract
suit,65,concrete
theory,73,abstract
unicorn,12,abstract
prune,29,concrete
hammer,37,concrete
theory,5,abstract
thoughtlessness,13,abstract
reassurance,56,abstract
reassurance,41,abstract
ferret,52,concrete
butterfly,71,concrete
book,48,abstract
hammer,11,concrete
theory,40,abstract
seat,55,abstract
horn,20,abstract
muscle,17,abstract
adoration,6,abstract
fear,25,concrete
hairdryer,61,abstract
memory,7,abstract
drums,54,abstract
ferret,22,concrete
pride,56,abstract
flesh,77,concrete
pride,11,abstract
insanity,0,abstract
prune,87,concrete
noblity,74,abstract
drums,9,abstract
fear,60,concrete
viciousness,55,concrete
muscle,11,abstract
lobster,34,concrete
reassurance,56,abstract
prune,64,concrete
hammer,41,concrete
gossip,30,abstract
muscle,6,abstract
defiance,66,concrete
hawk,78,abstract
viciousness,61,concrete
defiance,74,concrete
butterfly,20,concrete
thoughtlessness,64,abstract
drums,0,abstract
butterfly,49,concrete
insanity,26,abstract
lobster,62,concrete
book,72,abstract
thoughtlessness,59,abstract
unicorn,61,abstract
hairdryer,78,abstract
memory,24,abstract
ferret,27,concrete
theory,10,abstract
crab,0,concrete
horn,8,abstract
reassurance,52,abstract
hairdryer,32,abstract
lobster,87,concrete
noblity,60,abstract
viciousness,32,concrete
glamour,26,concrete
prune,62,concrete
admiration,4,abstract
suit,82,concrete
lobster,82,concrete
hammer,95,concrete
pride,61,abstract
daffodil,73,concrete
hairdryer,58,abstract
crab,25,concrete
book,61,abstract
revolt,27,concrete
ferret,31,concrete
suit,37,concrete
couch,12,abstract
craziness,44,abstract
thoughtlessness,49,abstract
insanity,64,abstract
fear,9,concrete
drums,44,abstract
hill,59,concrete
daffodil,99,concrete
butterfly,98,concrete
drums,3,abstract
obligation,26,abstract
obligation,74,abstract
book,55,abstract
reassurance,55,abstract
cigar,70,concrete
insanity,81,abstract
defiance,58,concrete
drums,26,abstract
adoration,34,abstract
revolt,60,concrete
crab,93,concrete
suit,62,concrete
horn,63,abstract
ferret,49,concrete
adoration,33,abstract
daffodil,100,concrete
obligation,42,abstract
equality,17,abstract
humiliation,30,abstract
book,100,abstract
speed,77,concrete
theory,53,abstract
drums,25,abstract
prune,73,concrete
crab,15,concrete
theory,38,abstract
gossip,27,abstract
thoughtlessness,76,abstract
flesh,96,concrete
prune,82,concrete
hammer,37,concrete
suit,65,concrete
speed,10,concrete
noblity,35,abstract
noblity,7,abstract
admiration,61,abstract
hammer,44,concrete
fear,60,concrete
speed,61,concrete
obligation,30,abstract
insanity,76,abstract
fear,58,concrete
ferret,39,concrete
defiance,64,concrete
ferret,85,concrete
couch,34,abstract
glamour,32,concrete
lobster,70,concrete
theory,34,abstract
hawk,29,abstract
viciousness,22,concrete
hairdryer,22,abstract
craziness,66,abstract
horn,0,abstract
pride,64,abstract
thoughtlessness,52,abstract
thoughtlessness,30,abstract
hairdryer,21,abstract
gossip,19,abstract
hairdryer,19,abstract
prune,81,concrete
cigar,20,concrete
viciousness,43,concrete
craziness,62,abstract
crab,35,concrete
couch,42,abstract
seat,54,abstract
revolt,21,concrete
couch,0,abstract
adoration,69,abstract
cigar,76,concrete
humiliation,62,abstract
obligation,2,abstract
craziness,63,abstract
fear,9,concrete
hawk,17,abstract
revolt,83,concrete
horn,18,abstract
glamour,100,concrete
couch,59,abstract
reassurance,32,abstract
adoration,65,abstract
noblity,27,abstract
horn,52,abstract
memory,13,abstract
defiance,28,concrete
crab,70,concrete
gossip,46,abstract
ferret,20,concrete
adoration,61,abstract
viciousness,89,concrete
admiration,42,abstract
equality,66,abstract
glamour,60,concrete
prune,60,concrete
gossip,3,abstract
unicorn,56,abstract
viciousness,57,concrete
muscle,40,abstract
admiration,10,abstract
hill,57,concrete
memory,16,abstract
revolt,40,concrete
pride,26,abstract
adoration,67,abstract
unicorn,57,abstract
glamour,64,concrete
hammer,60,concrete
theory,35,abstract
daffodil,90,concrete
flesh,68,concrete
flesh,20,concrete
thoughtlessness,31,abstract
couch,57,abstract
glamour,54,concrete
book,20,abstract
obligation,62,abstract
admiration,24,abstract
pride,23,abstract
ferret,63,concrete
flesh,68,concrete
defiance,16,concrete
flesh,49,concrete
cigar,63,concrete
muscle,21,abstract
adoration,58,abstract
unicorn,67,abstract
admiration,58,abstract
seat,33,abstract
horn,64,abstract
equality,61,abstract
defiance,87,concrete
seat,12,abstract
revolt,15,concrete
pride,5,abstract
daffodil,32,concrete
flesh,93,concrete
muscle,20,abstract
thoughtlessness,74,abstract
horn,34,abstract
reassurance,19,abstract
obligation,63,abstract
muscle,9,abstract
humiliation,4,abstract
hawk,57,abstract
drums,19,abstract
hairdryer,43,abstract
crab,52,concrete
gossip,54,abstract
hammer,67,concrete
reassurance,3,abstract
humiliation,78,abstract
fear,14,concrete
prune,70,concrete
lobster,55,concrete
hawk,41,abstract
butterfly,60,concrete
speed,62,concrete
pride,19,abstract
defiance,52,concrete
hammer,59,concrete
suit,67,concrete
cigar,71,concrete
adoration,7,abstract
book,2,abstract
drums,37,abstract
hill,43,concrete
hill,58,concrete
seat,49,abstract
muscle,22,abstract
craziness,68,abstract
humiliation,69,abstract
daffodil,86,concrete
unicorn,45,abstract
hawk,91,abstract
daffodil,91,concrete
book,60,abstract
hammer,36,concrete
butterfly,19,concrete
hawk,34,abstract
drums,58,abstract
unicorn,66,abstract
obligation,18,abstract
drums,43,abstract
daffodil,38,concrete
lobster,82,concrete
butterfly,46,concrete
gossip,67,abstract
theory,58,abstract
hawk,69,abstract
noblity,8,abstract
craziness,20,abstract
pride,11,abstract
daffodil,39,concrete
equality,95,abstract
cigar,4,concrete
defiance,79,concrete
defiance,58,concrete
cigar,22,concrete
butterfly,52,concrete
cigar,67,concrete
ferret,59,concrete
seat,81,abstract
cigar,86,concrete
hawk,80,abstract
gossip,30,abstract
adoration,14,abstract
muscle,56,abstract
gossip,43,abstract
glamour,11,concrete
muscle,24,abstract
obligation,58,abstract
admiration,34,abstract
horn,9,abstract
horn,7,abstract
drums,56,abstract
cigar,75,concrete
reassurance,64,abstract
thoughtlessness,59,abstract
speed,50,concrete
unicorn,69,abstract
muscle,64,abstract
couch,77,abstract
admiration,0,abstract
memory,64,abstract
hammer,30,concrete
equality,29,abstract
horn,72,abstract
viciousness,25,concrete
reassurance,2,abstract
suit,61,concrete
fear,22,concrete
gossip,5,abstract
noblity,32,abstract
seat,40,abstract
adoration,70,abstract
glamour,35,concrete
hill,40,concrete
viciousness,9,concrete
ferret,38,concrete
unicorn,78,abstract
suit,57,concrete
craziness,3,abstract
crab,33,concrete
speed,69,concrete
flesh,69,concrete
unicorn,44,abstract
couch,63,abstract
revolt,11,concrete
horn,28,abstract
obligation,59,abstract
humiliation,2,abstract
hammer,67,concrete
theory,5,abstract
cigar,67,concrete
defiance,10,concrete
flesh,86,concrete
fear,9,concrete
theory,5,abstract
admiration,83,abstract
viciousness,17,concrete
flesh,48,concrete
noblity,74,abstract
unicorn,86,abstract
muscle,34,abstract
butterfly,62,concrete
craziness,16,abstract
ferret,11,concrete
craziness,31,abstract
thoughtlessness,49,abstract
muscle,74,abstract
craziness,2,abstract
obligation,72,abstract
couch,38,abstract
glamour,14,concrete
noblity,42,abstract
theory,5,abstract
lobster,90,concrete
noblity,68,abstract
insanity,15,abstract
thoughtlessness,4,abstract
speed,65,concrete
prune,92,concrete
defiance,63,concrete
crab,87,concrete
noblity,64,abstract
insanity,32,abstract
insanity,18,abstract
obligation,0,abstract
hairdryer,20,abstract
horn,0,abstract
craziness,59,abstract
defiance,39,concrete
theory,61,abstract
hammer,44,concrete
hammer,21,concrete
drums,38,abstract
noblity,61,abstract
gossip,76,abstract
insanity,21,abstract
obligation,32,abstract
hammer,16,concrete
book,18,abstract
drums,44,abstract
prune,75,concrete
equality,0,abstract
daffodil,92,concrete
admiration,17,abstract
thoughtlessness,27,abstract
daffodil,9,concrete
theory,31,abstract
muscle,68,abstract
book,10,abstract
adoration,51,abstract
viciousness,97,concrete
seat,24,abstract
humiliation,55,abstract
daffodil,91,concrete
equality,16,abstract
cigar,16,concrete
admiration,24,abstract
thoughtlessness,3,abstract
noblity,39,abstract
glamour,41,concrete
unicorn,58,abstract
flesh,81,concrete
cigar,76,concrete
viciousness,32,concrete
book,43,abstract
prune,15,concrete
horn,61,abstract
craziness,1,abstract
insanity,72,abstract
hawk,27,abstract
crab,74,concrete
suit,65,concrete
seat,21,abstract
crab,79,concrete
revolt,72,concrete
butterfly,74,concrete
admiration,45,abstract
muscle,73,abstract
revolt,29,concrete
hill,29,concrete
reassurance,14,abstract
hairdryer,4,abstract
hawk,20,abstract
horn,10,abstract
adoration,24,abstract
revolt,79,concrete
prune,9,concrete
admiration,40,abstract
humiliation,9,abstract
glamour,9,concrete
hill,64,concrete
thoughtlessness,43,abstract
thoughtlessness,11,abstract
muscle,62,abstract
hairdryer,78,abstract
craziness,29,abstract
ferret,40,concrete
crab,0,concrete
couch,12,abstract
book,57,abstract
noblity,64,abstract
hill,26,concrete
ferret,65,concrete
lobster,88,concrete
fear,84,concrete
speed,35,concrete
equality,74,abstract
lobster,26,concrete
seat,10,abstract
unicorn,55,abstract
insanity,45,abstract
equality,63,abstract
seat,0,abstract
thoughtlessness,57,abstract
gossip,25,abstract
cigar,43,concrete
book,71,abstract
unicorn,62,abstract
humiliation,79,abstract
glamour,55,concrete
hill,68,concrete
adoration,3,abstract
revolt,20,concrete
unicorn,17,abstract
crab,81,concrete
memory,77,abstract
drums,75,abstract
gossip,35,abstract
glamour,77,concrete
hairdryer,22,abstract
revolt,39,concrete
pride,70,abstract
admiration,68,abstract
admiration,4,abstract
horn,61,abstract
flesh,85,concrete
prune,80,concrete
daffodil,12,concrete
prune,95,concrete
hairdryer,61,abstract
fear,55,concrete
speed,10,concrete
seat,26,abstract
gossip,23,abstract
glamour,9,concrete
crab,42,concrete
cigar,67,concrete
ferret,83,concrete
hammer,3,concrete
craziness,55,abstract
unicorn,40,abstract
adoration,62,abstract
admiration,6,abstract
butterfly,71,concrete
thoughtlessness,70,abstract
defiance,28,concrete
flesh,73,concrete
crab,92,concrete
suit,69,concrete
hill,30,concrete
hawk,1,abstract
suit,72,concrete
seat,26,abstract
daffodil,71,concrete
memory,19,abstract
adoration,40,abstract
viciousness,76,concrete
viciousness,31,concrete
crab,74,concrete
humiliation,8,abstract
noblity,60,abstract
gossip,58,abstract
hairdryer,36,abstract
hill,46,concrete
defiance,75,concrete
revolt,79,concrete
humiliation,74,abstract
muscle,77,abstract
reassurance,0,abstract
unicorn,4,abstract
hill,85,concrete
humiliation,10,abstract
adoration,15,abstract
defiance,46,concrete
reassurance,4,abstract
insanity,15,abstract
thoughtlessness,17,abstract
glamour,60,concrete
hammer,25,concrete
flesh,31,concrete
glamour,3,concrete
hawk,58,abstract
ferret,0,concrete
reassurance,75,abstract
hill,18,concrete
lobster,88,concrete
muscle,56,abstract
glamour,18,concrete
craziness,26,abstract
crab,36,concrete
noblity,82,abstract
cigar,76,concrete
noblity,62,abstract
unicorn,24,abstract
speed,85,concrete
hammer,37,concrete
viciousness,79,concrete
craziness,12,abstract
admiration,18,abstract
revolt,5,concrete
muscle,19,abstract
couch,38,abstract
equality,57,abstract
revolt,2,concrete
daffodil,68,concrete
